1364101401530437632,1359660733001330690,1
1364101401530437632,972518010,1
1364101401530437632,955243553478840320,2
1364101401530437632,518993168,1
1364101401530437632,1185342575374487554,2
1364101401530437632,484567475,1
1364101401530437632,1105905360177692682,1
1364101401530437632,1309119727982317568,1
1364101401530437632,928305258933243909,2
1364101401530437632,351958278,1
1364101401530437632,1318669746708094978,1
1364101401530437632,1264959179829112832,1
1364101401530437632,1069820335,1
1364101401530437632,1155117561266221056,1
1364101401530437632,1273034885746184196,1
1364101401530437632,3342474913,1
1364101401530437632,1356191358235586566,2
1364101401530437632,1285864472863809536,2
1364101401530437632,979431352109060096,1
1364101401530437632,102277392,2
1364101401530437632,1120892577400619008,2
1364101401530437632,301249952,1
1364101401530437632,1355681147250946054,1
1364101401530437632,1359256314635902982,1
1364101401530437632,19392394,1
1364101401530437632,1290168684422414338,2
1364101401530437632,1359304530853249024,1
1364101401530437632,1011426302337912832,12
1364101401530437632,1360779502499094529,1
1364101401530437632,1356050077618483201,9
1364101401530437632,3888452839,14
1364101401530437632,1233754108013744128,2
1364101401530437632,1268776313860456449,20
1364101401530437632,1354618645234724868,7
1364101401530437632,1354911761833611264,2
1364101401530437632,1352751283,6
1364101401530437632,1267210038831198208,4
1364101401530437632,1275120074203021318,1
1364101401530437632,2231787764,3
1364101401530437632,1051969482560864257,1
1364101401530437632,1061015130136293376,4
1364101401530437632,972811,2
1364101401530437632,1365524877038395392,9
1364101401530437632,869405414793895936,5
1364101401530437632,4104882694,1
1364101401530437632,1353939848399183872,1
1364101401530437632,1341082920757411842,5
1364101401530437632,1347607280326479879,3
1364101401530437632,1356565797867573249,2
1364101401530437632,1355318691970351107,2
1364101401530437632,760970427443339264,1
1364101401530437632,1367534530345791489,1
1364101401530437632,1356034979629838338,1
1364101401530437632,1184988649320058880,1
1364101401530437632,1623671154,2
1364101401530437632,1360012714970669059,1
1364101401530437632,516151794,1
1364101401530437632,2424219062,13
1364101401530437632,1345622643332976652,10
1364101401530437632,1366056217479680001,1
1364101401530437632,1365746515109507072,2
1364101401530437632,1288361443201626113,1
1364101401530437632,1234343375135895552,1
1364101401530437632,1356182306998906880,1
1364101401530437632,707047646352023552,2
1364101401530437632,116668937,1
1364101401530437632,1369653830724456452,1
1364101401530437632,1341735157359849474,1
1364101401530437632,902241927185268737,1
1364101401530437632,523922662,4
1364101401530437632,438723358,1
1364101401530437632,334071653,1
1364101401530437632,1261563937600032768,1
1364101401530437632,97737451,2
1364101401530437632,1358253663375003652,2
1364101401530437632,1357036946577580034,1
1364101401530437632,1172499590228140032,1
1364101401530437632,1169581249586966528,1
1364101401530437632,1299852817478238208,2
1364101401530437632,1029144577,2
1364101401530437632,1355681971716943878,1
1364101401530437632,1357355645721341952,4
1364101401530437632,1356076572504190980,1
1364101401530437632,1357054534485499907,1
1364101401530437632,1081197459433553921,1
1364101401530437632,736643047287459840,3
1364101401530437632,443013485,1
1364101401530437632,242488454,2
1364101401530437632,833006949960544256,3
1364101401530437632,1357837391956856834,2
1364101401530437632,88295959,1
1364101401530437632,1297958199849553920,1
1364101401530437632,1350402917598113793,3
1364101401530437632,1213197386085879808,1
1364101401530437632,1358548308520669184,1
1364101401530437632,321215202,1
1364101401530437632,46228862,1
1364101401530437632,911735284533886976,1
1364101401530437632,1335711511835258880,1
1364101401530437632,1222394641649192961,1
1364101401530437632,1136370591517290496,4
1364101401530437632,1288895783312359424,1
1364101401530437632,462978790,1
1364101401530437632,1354652160554799105,1
1364101401530437632,1059822813735841794,4
1364101401530437632,1357675525200838656,2
1364101401530437632,1347711352073281537,1
1364101401530437632,1270555933303865345,1
1364101401530437632,1270498559763329024,1
1364101401530437632,758702254429986816,1
1364101401530437632,1241037881872916480,2
1364101401530437632,1364101401530437632,1
1364101401530437632,1232117133192069122,1
1364101401530437632,2423811529,1
1364101401530437632,1286008614545575937,1
1364101401530437632,1362920546271457286,1
1364101401530437632,260626124,1
1364101401530437632,1160710977781940226,1
1364101401530437632,1358374489835397121,1
1364101401530437632,1215774922414252032,1
1364101401530437632,289006970,1
1364101401530437632,301084568,1
1364101401530437632,972336073991835648,1
1364101401530437632,1367454328953442305,1
1364101401530437632,282244648,1
1364101401530437632,1003743895942033408,1
1364101401530437632,873389997822443520,2
1364101401530437632,756352154810650624,1
1364101401530437632,946450244925054976,1
1364101401530437632,4872550341,1
1315694576624168960,1356191358235586566,1
1315694576624168960,1267210038831198208,2
1315694576624168960,1352751283,2
1315694576624168960,2833193364,1
1315694576624168960,1358253663375003652,1
1315694576624168960,558297648,1
1315694576624168960,1293241075101052932,1
1315694576624168960,1011426302337912832,1
1315694576624168960,1268776313860456449,1
1315694576624168960,4357957277,1
1315694576624168960,714831376,1
1315694576624168960,1051969482560864257,1
1315694576624168960,1314451979230490624,1
1315694576624168960,1357925152382738433,1
1315694576624168960,1351177157779877892,1
1315694576624168960,1359379563755708418,1
1315694576624168960,1259920536177725441,1
1315694576624168960,210901881,1
1315694576624168960,87611794,1
1315694576624168960,39678401,1
1315694576624168960,1347567928288358406,1
