Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,131.042496,136.524994,129.625000,131.134995,130.998245,56064000
2021-01-05,130.997498,134.434998,130.869995,134.047501,133.907700,32276000
2021-01-06,132.225006,132.449997,125.860001,126.144997,126.013451,58042400
2021-01-07,129.675003,133.777496,128.865005,133.440002,133.300842,46148000
2021-01-08,133.625000,134.210007,130.419998,132.767502,132.629044,29252800
2021-01-11,134.187500,139.610001,133.625000,136.214996,136.072952,51834400
2021-01-12,137.524994,137.544998,133.449997,134.847504,134.706879,29147600
2021-01-13,134.899994,136.250000,133.850006,135.317505,135.176392,21002800
2021-01-14,135.750000,135.997498,131.804993,132.002502,131.864853,28312000
2021-01-15,132.279999,133.252502,128.485001,128.595001,128.460892,27778000
2021-01-19,130.162506,130.940002,128.440002,130.252502,130.116669,22618800
2021-01-20,131.117493,134.304993,130.567505,133.657501,133.518112,25857200
2021-01-21,134.184998,139.992493,132.529999,138.675003,138.530380,33778000
2021-01-22,137.399994,138.417496,136.272507,137.125000,136.981995,24682000
2021-01-25,137.817505,138.285004,132.365005,136.532501,136.390121,25111200
2021-01-26,135.804993,136.447495,133.875000,134.352493,134.212387,16398000
2021-01-27,132.300003,132.327499,127.937500,129.177505,129.042786,37127200
2021-01-28,129.962494,133.397507,129.604996,130.509995,130.373886,22831600
2021-01-29,130.750000,133.347504,129.115005,129.897507,129.762054,27155200
2021-02-01,130.532501,132.707504,129.027496,132.369995,132.231964,21720400
2021-02-02,133.987503,135.720001,132.854996,135.567505,135.426132,22044000
2021-02-03,136.360001,139.317505,135.164993,135.304993,135.163895,24540800
2021-02-04,135.309998,136.735001,133.377502,136.642502,136.500000,20134000
2021-02-05,137.250000,137.372498,135.457504,135.910004,135.768265,16915200
2021-02-08,137.272507,144.737503,137.272507,144.387497,144.236908,43462400
2021-02-09,143.407501,145.832504,142.225006,142.632507,142.483749,28756000
2021-02-10,144.632507,149.050003,143.414993,147.642502,147.488525,48535200
2021-02-11,149.802505,152.722504,149.250000,152.507507,152.348465,45082800
2021-02-12,150.500000,152.912506,147.750000,149.612503,149.456467,37475600
2021-02-16,150.642502,153.725006,149.500000,153.302505,153.142639,32196000
2021-02-17,151.710007,152.235001,147.800003,149.059998,148.904556,27475600
2021-02-18,147.289993,148.732498,145.750000,148.289993,148.135345,23386800
2021-02-19,150.244995,151.770004,148.467499,149.264999,149.109344,27172400
2021-02-22,147.747498,151.332504,143.250000,143.557495,143.407791,32588400
2021-02-23,140.752502,142.387497,133.895004,141.419998,141.272507,39178000
2021-02-24,141.227493,145.067505,137.559998,144.990005,144.838821,44832000
2021-02-25,140.455002,143.747498,132.162506,133.074997,132.936234,82443600
2021-02-26,137.524994,138.544998,133.610001,137.145004,137.001984,50093200
2021-03-01,138.750000,139.250000,135.532501,138.417496,138.273148,35318400
2021-03-02,139.000000,139.205002,133.960007,134.062500,133.922699,26411600
2021-03-03,134.262497,134.514999,127.987503,128.047501,127.913963,37759200
2021-03-04,128.007507,129.750000,120.837502,123.702499,123.573494,57334400
2021-03-05,125.500000,125.500000,116.792503,124.614998,124.485046,54284000
2021-03-08,124.500000,124.712502,115.665001,115.932503,115.811600,54311200
2021-03-09,121.302498,126.167503,120.592499,125.202499,125.115105,52182400
2021-03-10,128.404999,129.800003,124.574997,124.682503,124.595474,38437600
2021-03-11,129.500000,130.462494,127.345001,129.934998,129.844299,29991600
2021-03-12,126.482498,128.887497,125.900002,128.559998,128.470276,24396400
2021-03-15,128.647507,132.067505,127.672501,131.912506,131.820419,22198800
2021-03-16,133.565002,135.125000,131.167496,132.912506,132.819733,27212800
2021-03-17,130.397507,134.532501,129.895004,133.412506,133.319382,24386400
2021-03-18,131.365005,131.839996,127.169998,127.224998,127.136192,29389600
2021-03-19,127.500000,129.214996,126.125000,128.457504,128.367844,29920800
2021-03-22,129.127502,133.945007,129.067505,131.862503,131.770462,29780400
2021-03-23,132.542496,133.445007,130.212494,130.707504,130.616272,22204800
2021-03-24,131.512497,131.592499,126.367500,126.430000,126.341751,24584000
2021-03-25,124.995003,127.147499,122.720001,125.352501,125.265007,29514400
2021-03-26,125.544998,128.562500,123.735001,128.392502,128.302872,36396800
2021-03-29,128.202499,130.625000,127.000000,129.482498,129.392120,27352000
2021-03-30,128.419998,129.752502,127.050003,128.717499,128.627655,20020400
2021-03-31,130.154999,134.705002,129.824997,133.482498,133.389328,31477600
2021-04-01,135.722504,138.699997,135.112503,138.117493,138.021072,30827600
2021-04-05,138.675003,140.139999,137.330002,139.875000,139.777359,25567200
2021-04-06,139.997498,140.542496,137.735001,138.615005,138.518250,19174400
2021-04-07,138.807495,142.434998,137.115005,141.434998,141.336273,25128400
2021-04-08,142.527496,144.714996,142.490005,143.169998,143.070053,24441600
2021-04-09,142.139999,144.080002,141.750000,144.000000,143.899490,19517200
2021-04-12,142.897507,153.524994,141.392502,152.089996,151.983826,86932400
2021-04-13,152.315002,157.000000,151.257507,156.794998,156.685547,67621200
2021-04-14,156.250000,157.205002,152.274994,152.770004,152.663361,38550000
2021-04-15,156.625000,162.142502,156.315002,161.372498,161.259857,59848000
2021-04-16,160.529999,161.657501,158.652496,159.125000,159.013931,33520800
2021-04-19,155.365005,158.074997,152.330002,153.617493,153.510254,40442000
2021-04-20,153.232498,154.970001,149.630005,151.712494,151.606583,33413200
2021-04-21,151.187500,153.625000,151.022507,153.604996,153.497787,21677600
2021-04-22,153.750000,154.384995,147.835007,148.502502,148.398834,27778800
2021-04-23,149.342499,153.350006,149.002502,152.652496,152.545959,22750000
2021-04-26,151.850006,154.789993,151.250000,154.779999,154.671967,19779600
2021-04-27,155.785004,156.705002,153.544998,153.817505,153.710129,16457200
2021-04-28,153.645004,155.322495,152.154999,152.767502,152.660858,20941600
2021-04-29,154.000000,154.365005,150.714996,153.247498,153.140533,17319600
2021-04-30,151.744995,153.649994,149.970001,150.095001,149.990219,20191200
2021-05-03,151.250000,152.467499,147.875000,148.367493,148.263916,20391200
2021-05-04,146.372498,146.375000,140.102493,143.512497,143.412323,40532400
2021-05-05,147.089996,148.134995,143.875000,144.585007,144.484085,29202400
2021-05-06,144.952499,145.712494,142.179993,145.229996,145.128601,19338000
2021-05-07,148.082504,149.707504,146.717499,148.122498,148.019104,22932800
2021-05-10,147.872498,148.059998,142.500000,142.657501,142.557922,26890400
2021-05-11,138.250000,143.547501,137.500000,143.062500,142.962646,28558400
2021-05-12,140.095001,142.602493,137.092499,137.585007,137.488983,30340800
2021-05-13,140.337494,140.807495,134.589996,136.652496,136.557098,28540400
2021-05-14,138.899994,143.279999,137.485001,142.429993,142.330582,25861600
2021-05-17,141.570007,141.692505,138.535004,141.654999,141.556122,21698000
2021-05-18,142.669998,144.042496,140.039993,140.157501,140.059662,18625600
2021-05-19,135.664993,140.794998,135.432495,140.657501,140.559326,34400000
2021-05-20,143.024994,146.837494,142.705002,146.125000,146.023010,32159200
2021-05-21,151.637497,152.220001,148.695007,149.917496,149.812851,67299200
2021-05-24,152.125000,157.449997,151.759995,156.119995,156.011017,55481600
2021-05-25,157.660004,158.184998,154.824997,156.477493,156.368256,43540800
2021-05-26,157.342499,157.937500,155.862503,157.000000,156.890411,37044000
2021-05-27,156.997498,157.500000,154.600006,154.880005,154.771896,58147600
2021-05-28,155.009995,162.774994,155.009995,162.445007,162.331604,64453600
2021-06-01,162.699997,163.882507,159.032501,162.645004,162.531479,47280400
2021-06-02,162.522507,169.187500,162.354996,167.782501,167.665390,59416800
2021-06-03,167.007507,172.589996,165.830002,169.697495,169.579041,58000800
2021-06-04,171.125000,176.610001,170.955002,175.782501,175.659805,61712000
2021-06-07,175.712494,178.125000,171.927505,176.190002,176.067017,57575600
