,date,size,edges,avgdeg,diameter,clustering,connectivity,anger,disgust,fear,joy,sadness,surprise,volume,daychange
0,2021-01-04,39,30,-0.31263934946173744,4,0.0,0,0.0542424372285714,0.004632820221999999,0.2388668439742857,0.12425400753714287,0.13113053410285716,0.1486670856714285,10022500,-1.75
1,2021-01-05,42,34,-0.4831550294781525,5,0.0,0,0.031158115752500003,0.0025547670890000004,0.07361660968249997,0.0827506611925,0.16642441028750002,0.25570558745,4961500,0.02000099999999705
2,2021-01-06,124,112,-0.42090776525027507,4,0.0,0,0.10179256448307676,0.003161595148307694,0.07203552452669229,0.07595082665076942,0.3857774129861537,0.15759571021076915,6056200,1.0200010000000006
3,2021-01-07,27,19,-0.4302271689725483,3,0.0,0,0.07569860180434781,0.011385077002173912,0.24399369116086952,0.10558974837826086,0.1274013320652174,0.17937871517391302,6129300,-0.3899990000000031
4,2021-01-08,21,14,-0.34854833778846267,2,0.0,0,0.07335440549999998,0.0015155119385714285,0.1566365467142857,0.08499876121428573,0.1587877860714286,0.18883173499999997,6482000,-0.48999900000000096
5,2021-01-11,183,151,-0.22407677067237983,6,0.0009900200735541874,0,0.061602693338853584,0.0053917335335668835,0.07595705205414013,0.11560728347388534,0.05542916949235673,0.26401014005095536,14908000,0.5300009999999986
6,2021-01-12,65,52,-0.26210728271908207,6,0.0,0,0.07195127163773586,0.02363370246981132,0.1107452461811321,0.08367942691698117,0.03780829174150943,0.17464411303962263,7060700,-0.009997999999999507
7,2021-01-13,689,604,-0.09145669745810649,16,0.00037523295567297026,0,0.08833381599722222,0.01321536965305556,0.08893945658762338,0.13352358439629647,0.08195300060725297,0.2766762569263893,144501700,10.979999999999997
8,2021-01-14,609,501,-0.2547478702953886,11,0.00046047556694548916,0,0.07815635003102814,0.005444860859775706,0.11611045124844858,0.1728015394046729,0.07889935046000005,0.22986145177794381,93717400,1.8199999999999932
9,2021-01-15,455,402,-0.24562328047538173,15,0.0,0,0.07927917923142842,0.010790583017357143,0.12082342716404748,0.13460057324499983,0.10229428537023831,0.21791585610619044,46866400,-2.990001999999997
10,2021-01-19,680,642,-0.23886337209689903,9,0.000520435755994356,0,0.11480486001261084,0.024817296234450927,0.08895656158615715,0.09174530265445065,0.17795759679295284,0.1707917532704748,74721900,-2.1899980000000028
11,2021-01-20,366,323,-0.21151652485449485,9,0.001011701863700997,0,0.11819512092806535,0.009275174689346053,0.14673486499836497,0.12795168627095346,0.11205417080817436,0.18037077735258863,33471800,1.75
12,2021-01-21,538,594,-0.277894096328646,9,0.0005560037004351622,0,0.09833689562287362,0.004527260425073308,0.16632298281290345,0.11985993735953096,0.08368416189765418,0.2243388720099704,56216900,3.7999989999999997
13,2021-01-22,2885,2918,-0.1329823883564749,15,0.0006913791090384014,0,0.09696217592929776,0.008411089820142438,0.0872853691626651,0.1062965091498184,0.07384631252321178,0.2788212799382571,197157900,22.420001999999997
14,2021-01-25,7539,8216,-0.12006895148613368,16,0.00035966524250283114,0,0.13149929247637887,0.01206492926538962,0.11763212359773086,0.12083045734068845,0.09251181916398492,0.21152655671177495,177874000,-19.940001999999993
15,2021-01-26,16090,19145,-0.10188951240335946,15,0.00027518289481640506,0,0.12720189477230284,0.009922712120167569,0.09108008854153136,0.14476740275735922,0.07284539078195024,0.23834454936032642,178588000,59.41999800000001
16,2021-01-27,64594,80979,-0.08322800015667987,16,8.046751439251003e-05,0,0.1560387900985559,0.010524248532072825,0.12548201158095657,0.08228589409487733,0.13833250572846298,0.17144556290372567,93396700,-7.319976999999994
17,2021-01-28,197278,282796,-0.06849073770932647,14,0.00011039964570819184,0,0.22634174726520317,0.024712351161095405,0.18902552142674117,0.05183348535977782,0.13379553209240272,0.12130234846774322,58815800,-71.39999399999999
18,2021-01-29,103411,127893,-0.09612187162904542,18,0.00012267841390438343,0,0.28964878866211824,0.010371936478730904,0.1551892087029732,0.07910637391839277,0.08165860644526764,0.10473327598128941,50566100,-54.709991
19,2021-02-01,26749,30683,-0.11469798706121428,16,0.00016656329696150993,0,0.16360828929327956,0.006492351533483677,0.21640486114824903,0.12026678754010488,0.07650338404076314,0.14415585351052068,37382200,-91.55999800000001
20,2021-02-02,20849,22879,-0.10149558324601034,19,0.00015848937621013693,0,0.13743653257277794,0.010514947695394598,0.19004348784229402,0.09996024048925595,0.11008190748959891,0.1598658318213235,78183100,-50.759995
21,2021-02-03,13624,14220,-0.08241683377015863,19,0.00012882071011720872,0,0.11556472023252652,0.008443084460478303,0.17093561953882164,0.1004525553496378,0.07293267776875596,0.15058111913079414,42698500,-19.599998
22,2021-02-04,8698,8418,-0.11516940269904889,19,0.00016917281091451025,0,0.14442795783042106,0.006323291534893331,0.21365825011586112,0.10157150342881073,0.08689711225750779,0.15373553973251797,62427300,-37.69000200000001
23,2021-02-05,7981,8594,-0.12723109973171925,15,0.00045814983281635503,0,0.10409156604908557,0.006755004233346393,0.32944533061589115,0.0874591281645861,0.07128276682472959,0.1448419426433219,81345000,9.729999000000007
24,2021-02-08,3882,3584,-0.13693080828099236,16,6.949903269668701e-05,0,0.1476814446053906,0.005293284713378591,0.22309972307016213,0.15733614558805206,0.08056655519302909,0.12803828691467578,25687300,-12.410004
25,2021-02-09,2610,2415,-0.12286639851944653,18,9.217740773283199e-05,0,0.12615787571690817,0.00596572027230626,0.25361419829747917,0.10747123734933618,0.08412478989764478,0.15624559010033023,26843100,-6.299999999999997
26,2021-02-10,3368,3443,-0.11883472068526374,16,0.00022728514662033884,0,0.13128736527519613,0.007896784610692275,0.23768429706627664,0.11378851217131566,0.07499314547297928,0.1627425046978438,36455000,0.4300009999999972
27,2021-02-11,2339,2090,-0.13086167098241647,15,0.000334940297028863,0,0.12870916188653386,0.006242858859134502,0.23854456316515377,0.12810832090224916,0.0681332457412809,0.1416356272511265,13056700,1.0899999999999963
28,2021-02-12,2051,1843,-0.1612693243933943,11,8.39148456106573e-05,0,0.09754436092111879,0.005891869943090596,0.22965160553449424,0.1130964445809014,0.09238808353114793,0.13355841290850437,14573300,1.6500020000000006
29,2021-02-16,1435,1295,-0.15390679005447408,16,0.0004451744392848045,0,0.11904743931987599,0.005850214140932156,0.24455512691556608,0.12255545680082275,0.08207602018594946,0.13966742375699806,8175000,-3.1500019999999935
30,2021-02-17,2340,2256,-0.12354463598645574,15,0.00021598990819123864,0,0.33325450031341436,0.01566561583371909,0.16694977739185,0.08301673723564518,0.08634687412533981,0.12975459742940257,9186800,-3.830001000000003
31,2021-02-18,4528,4598,-0.17427054206654877,18,0.0009141060107184574,0,0.24183972113640329,0.009782432118835569,0.2595647449889238,0.0984231278132189,0.07649783115572567,0.1301603136135198,23990600,-7.800002999999997
32,2021-02-19,2092,1912,-0.20022411371633178,12,0.00012618945416046314,0,0.16583374698014036,0.006739956566311886,0.23229723911059924,0.11111347006806413,0.090455209542263,0.16609324886218174,14828200,-0.6899989999999931
33,2021-02-22,1260,1156,-0.29745013804788595,16,0.000341233828926644,0,0.10834633537285299,0.007618555043320567,0.25704455697665635,0.12118124319317529,0.09509158267990785,0.15366362669751543,19476000,-0.6899990000000003
34,2021-02-23,1267,1180,-0.33851417373442794,13,0.00039047917354799076,0,0.11459812721825202,0.006609997651229701,0.25366060357395875,0.10347665722931208,0.12145566183294622,0.13784459981069605,7565200,0.0
35,2021-02-24,12474,14841,-0.1261028701687501,15,0.000295180656459199,0,0.10244444996211645,0.010616962442755763,0.12960765113216996,0.15364261863787892,0.07253299122720283,0.21411554179730305,83111700,47.009997999999996
36,2021-02-25,12994,15053,-0.12656036150682126,16,0.0002877393398107558,0,0.1063391547843797,0.009177160376811893,0.14796962655570653,0.12272955658693914,0.06884851772359603,0.21606564068771275,150308800,-60.82999500000001
37,2021-02-26,4974,5588,-0.16673869953347822,16,0.00037191315459180087,0,0.11127977545060598,0.00639131064740535,0.21484142620609364,0.13937374310635636,0.07909508009589906,0.1798307988820138,92194200,-15.720000999999996
38,2021-03-01,2281,2583,-0.19568990193863253,12,0.0003286232471067199,0,0.10749588127104928,0.005257387348522187,0.2230938465350735,0.13065026382931386,0.058453802413333124,0.17059534377049013,49794000,15.860000999999997
39,2021-03-02,1924,2032,-0.11088646193141599,13,0.0005770059562927088,0,0.1221612921142653,0.007936493524898563,0.19925659438913976,0.11424742673003672,0.07394855614023142,0.1625867962353684,33783000,1.25
40,2021-03-03,1792,1995,-0.12383497722243175,19,0.0002257201687705141,0,0.13075979016647815,0.009805292433348609,0.2420704154298687,0.1063297250710306,0.06779422041630191,0.1501829395013441,19273900,1.6699980000000068
41,2021-03-04,2046,2342,-0.18160068996939357,13,0.0008436350839337993,0,0.11677737283206648,0.017614289415599924,0.19148607041210916,0.1066281247507569,0.07428682516976533,0.18128401347871648,32606900,7.350006000000008
42,2021-03-05,2264,2585,-0.20886061922085458,13,0.0004328814001245745,0,0.10158315345117622,0.01476902110563984,0.22155856477719912,0.1259635593893326,0.06892017528566659,0.17734427824725407,30733700,9.570007000000004
43,2021-03-08,3080,3420,-0.1631332055517837,15,0.0005526003760258996,0,0.09892289762577769,0.006394240818709967,0.1886710320843258,0.16234862079835982,0.06008174657647696,0.1650545012347977,63565600,39.61000100000001
44,2021-03-09,3265,3724,-0.17924861196510802,13,0.0002836238484405397,0,0.12879791659997983,0.010398993492616476,0.1672140554625716,0.1485095784970015,0.06844104784953511,0.16273740187964383,39099300,29.189987000000002
45,2021-03-10,6697,7816,-0.10928668616260645,14,0.00021007478915491815,0,0.11975758715936652,0.010040515248714533,0.1721177589439827,0.09307501930594456,0.09904189443490398,0.19384064906171752,71570600,-4.4299930000000245
46,2021-03-11,3723,4153,-0.14385726144682678,16,0.00022591814362239525,0,0.11546570862404931,0.011690295258459212,0.22407671412909316,0.09524589429875342,0.06361336723813359,0.16538005715351006,28312500,18.36000100000001
47,2021-03-12,2486,2804,-0.17567828654430892,11,0.00035868427718807236,0,0.153004356592733,0.006132738086391972,0.22024550730355932,0.14723280071753722,0.050568160437043305,0.15264344738941782,25845900,-10.5
48,2021-03-15,2148,2550,-0.17196695585295121,12,0.0003976687056483797,0,0.1685691743033295,0.007472064860739591,0.22838179949779788,0.10891694470797912,0.06286699605663978,0.13709196361380388,24100400,-57.37999000000002
49,2021-03-16,2025,2439,-0.20285407359812535,16,0.0005288903150058577,0,0.17228218463638517,0.005263299699913219,0.2541927739630301,0.10801130447271226,0.06964831626507212,0.1394831478258341,35422900,5.009994000000006
