,date,size,edges,diameter,clustering,core_percent,anger,disgust,fear,joy,sadness,surprise,volume,daychange
0,2021-01-04,280,247,7,0.003588223975248174,0.0,0.04788892068700359,0.0026485433683032474,0.13973055338664264,0.10320532693826714,0.06372668004729243,0.14844052487292403,51802600,0.1900020000000069
1,2021-01-05,153,119,6,0.0036901595637654078,0.008403361344537815,0.0505765297041096,0.0021127392972602726,0.18200188334863013,0.12002950429657533,0.06833120344794524,0.16137925152075341,34208000,0.6699990000000042
2,2021-01-06,183,137,5,0.0,0.06569343065693431,0.05366819756249999,0.0026322084722282587,0.19574993588663056,0.08722908176739129,0.07115645999021732,0.16514660535271744,51911700,-1.2900010000000037
3,2021-01-07,177,144,4,0.005623880487140028,0.06944444444444445,0.04418070373841468,0.003150553339024391,0.13489684856585354,0.09482495620914635,0.05964682654817074,0.22815397789451214,42897200,3.8300020000000075
4,2021-01-08,174,126,7,0.00433482426796723,0.1111111111111111,0.06047911773648647,0.002295068906621621,0.1688362245851353,0.10170500397162156,0.0449805358033784,0.18356204567837822,39816400,-1.4000010000000032
5,2021-01-11,398,329,12,0.0,0.3282674772036474,0.04093360580921417,0.004367622077560989,0.11140027424243874,0.1388252643482382,0.05483054644525748,0.18334615313008087,48600200,3.2200009999999963
6,2021-01-12,357,295,9,0.002023905451979699,0.006779661016949152,0.049031351189136464,0.0025313362906963788,0.1389855203632313,0.09827405334735395,0.06588142133481896,0.19834225388774362,67672300,-2.5
7,2021-01-13,329,255,6,0.002254347170759519,0.00392156862745098,0.04644664068144657,0.003327183115440252,0.1451132523314467,0.14000194454056628,0.08104935865094322,0.17789179193584867,60712900,-1.2300029999999964
8,2021-01-14,310,263,10,0.0021780599176308706,0.0076045627376425855,0.05989099485339229,0.0031725599402949865,0.17842886146519177,0.07706023856548665,0.10993228346224189,0.18065283825221257,53408200,-0.9799959999999999
9,2021-01-15,235,190,4,0.0,0.0,0.06110107078414092,0.0033512213995154252,0.4013625113612337,0.04909940362202644,0.08263215171806164,0.132996488329956,49340300,-2.5400010000000037
10,2021-01-19,323,285,8,0.0021354007015909403,0.0,0.04279717686370376,0.0029572211590123444,0.11605281754553065,0.10523444408172826,0.0562815188397532,0.18806725114913622,45115100,-0.1100009999999969
11,2021-01-20,189,144,6,0.0016944773162752287,0.013888888888888888,0.1437671878572973,0.0017804145966486495,0.23617035180864895,0.06481100646972975,0.048058053916756716,0.17883037828054046,35185800,-1.8000030000000038
12,2021-01-21,242,185,10,0.0018806735091526435,0.21621621621621623,0.06052447766169158,0.0028921880840796052,0.17239583391890537,0.09644401247114433,0.04919591924477608,0.17053200301343285,54221900,2.1900030000000044
13,2021-01-22,401,328,10,0.0005011891969998567,0.003048780487804878,0.054814894418852456,0.0026518519077595682,0.1635542715136612,0.1409489768398911,0.06385292604726779,0.1822726789407102,71294700,-1.629997000000003
14,2021-01-25,812,766,17,0.00011710499871845208,0.04177545691906005,0.04615987785317636,0.0022601235702823484,0.15407022041399984,0.1234849105743527,0.14704735823176385,0.15057015274929408,55086900,-0.010002000000000066
15,2021-01-26,987,935,17,0.0022638285721900235,0.047058823529411764,0.06454594988036075,0.0033176824413527024,0.13886196654683394,0.12174503968577123,0.105327563403607,0.17203550778246424,59449100,-0.20000500000000443
16,2021-01-27,1781,1712,14,0.0003208179462483229,0.0,0.325298281358391,0.002729732903841,0.11597075893422767,0.15789764501920506,0.049575424176406806,0.1372950475121828,73341200,-2.260002
17,2021-01-28,1324,1260,11,0.00031089054503372245,0.0031746031746031746,0.24898588610602215,0.0029369376035013888,0.11374299032191802,0.14788407159803846,0.06342285121162433,0.14858104200168137,47048400,-2.3100049999999896
